	895
UNITED STATES ARMY RECRUITING PUBLICITY BUREAU	1
CHILDREN BUREAU UNITED STATES DEPARTMENT OF LABOR	1
CENTER FOR DISEASE CONTROL BUREAU OF STATE SERVICES VENEREAL DISEASE CONTROL DIVISION	1
NORTH DAKOTA GEOLOGICAL SURVEY	1
DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH	1
MANPOWER ADMINISTRATION UNITED STATES DEPARTMENT OF LABOR	1
EDUCATIONAL RESOURCES INFORMATION CENTER	1
CONSUMER PROTECTION AND ENVIRONMENTAL HEALTH SERVICE PUBLIC HEALTH SERVICE UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
UNITED STATES BUREAU OF HEAD START AND EARLY CHILDHOOD	1
FEDERAL AVIATION AGENCY AVIATION RESEARCH AND DEVELOPMENT SEVICE	1
UNITED STATES DEPARTMENT OF AGRICULTURE FARMER COOPERATIVE SERVICE	1
NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES OFFICE OF HUMAN DEVELOPMENT SERVICES ADMINISTRATION ON AGING NATIONAL CLEARINGHOUSE ON AGING ETC	1
GPO DISTRIBUTOR	1
UNITED STATES DEPARTMENT OF LABOR LABOR MANAGEMENT SERVICES ADMINISTRATION OFFICE OF FEDERAL LABOR-MANAGEMENT RELATIONS	1
UNITED STATES PUBLIC HEALTH SERVICE SHELLFISH SANITATION BRANCH	1
NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION UNITED STATES DEPARTMENT OF COMMERCE	1
BUREAU OF INTERNATIONAL COMMERCE	1
UNITED STATES AIR FORCE AIR TRAINING COMMAND	1
NATIONAL OCEAN SURVEY	1
CLEARINGHOUSE COMMITTEE ON FOR FEDERAL SCIENTIFIC AND TECHNICAL INFORMATION	1
VETERINARY SERVICES	1
HIGHER EDUCATION DIVISION UNITED STATES OFFICE OF EDUCATION FEDERAL SECURITY AGENCY	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SECRETARY COMMITTEE ON MENTAL RETARDATION	1
TVA	1
UNITED STATES OFFICE OF AGING	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE	1
BUREAU OF MOTOR CARRIERS INTERSTATE COMMERCE COMMISSION	1
NATIONAL ACADEMY OF SCIENCES NATIONAL RESEARCH COUNCIL ETC	1
NATIONAL SCIENCE FOUNDATION DIRECTORATE FOR SCIENTIFIC TECHNOLOGICAL AND INTERNATIONAL AFFAIRS	1
UNITED STATES NAVY DEPARTMENT OFFICE OF CIVILIAN MANPOWER MANAGEMENT	1
DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION NATIONAL WEATHER SERVICE SYSTEMS DEVELOPMENT OFFICE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF MENTAL HEALTH BIOMETRICS BRANCH HOSPITAL STUDIES SECTION	1
HEALTH RESOURCES ADMINISTRATION OFFICE OF ADMINISTRATOR DMS COMMITTEE MANAGEMENT BRANCH ETC	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF SECRETARY	1
UNITED STATES BUREAU OF RECLAMATION DIVISION OF WATER AND LAND	1
BUREAU OF MEDICAL DEVICES AND DIAGNOSTIC PRODUCTS	1
NATIONAL HIGHWAY CARRIERS DIRECTORY	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE OFFICE OF HEALTH RESEARCH STATISTICS AND TECHNOLOGY NATIONAL CENTER FOR HEALTH STATISTICS	1
OFFICE OF ASSISTANT SECRETARY COMPTROLLER DEPUTY ASSISTANT SECRETARY FINANCE	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEATH RESOURCES ADMINISTRATION NATIONAL CENTER FOR HEALTH STATISTICS	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE OFFICE OF ASSISTANT SECRETARY FOR HEALTH OFFICE OF INTERNATIONAL HEALTH	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE HEALTH SERVICES AND MENTAL HEALTH ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH OFFICE OF EXTRAMURAL RESEARCH AND TRAINING OFFICE OF COLLABORATIVE RESEARCH	1
OFFICE OF ECONOMIC OPPORTUNITY LEGAL SERVICES PROGRAM ETC	1
FEDERAL SAVINGS AND LOAN INSURANCE CORPORATION	1
SUPERINTENDENT OF DOCUMENTS	1
VETERANS ADMINISTRATION DEPARTMENT OF MEDICINE AND SURGERY OFFICE OF ACADEMIC AFFAIRS	1
ARRANGED AND PRINTED BY HOSKINS PRESS	1
UNITED STATES DEPARTMENT OF LABOR MANPOWER ADMINISTRATION ETC	1
FEDERAL DEPOSIT INSURANCE CORP	1
SERVICE CENTER FOR AGING INFORMATION SCAN NATIONAL CLEARINGHOUSE COMMITTEE ON ON AGING ADMINISTRATION ON AGING UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
UNITED STATES BUREAU OF HEALTH MANPOWER DIVISION OF DENTAL HEALTH	1
HUMAN SCIENCES RESEARCH	1
CHESAPEAKE BAY CENTER FOR ENVIRONMENTAL STUDIES SMITHSONIAN INSTITUTION	1
ENERGY RESEARCH AND DEVELOPMENT ADMINISTRATION	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION OFFICE OF SEA GRANT	1
NATIONAL COUNCIL ON ARTS	1
DEPARTMENT OF DEFENSE DEPARTMENT OF ARMY CORPS OF ENGINEERS FORT WORTH DISTRICT	1
UNITED STATES DEPARTMENT OF INTERIOR NATURAL RESOURCES LIBRARY RESEARCH SERVICES BRANCH	1
PUBLISHED FOR NATIONAL COLLECTION OF FINE ARTS BY SMITHSONIAN INSTITUTION	1
UNITED STATES DEPARTMENT OF LABOR OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS TASK FORCE	1
OFF OF DEVELOPMENT TESTING AND DISSEMINATION NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAL JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION UNITED STATES DEPARTMENT OF JUSTICE	1
ENVIRONMENTAL RESEARCH LABORATORIES	1
OFFICE OF SPECIAL CONCERNS OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
AVAILABLE TO PUBLIC THROUGH NATIONAL TECHNICAL INFORMATION SERVICE	1
MENTAL HEALTH STUDY CENTER DIVISION OF MENTAL HEALTH SERVICE PROGRAMS NATIONAL INSTITUTE OF MENTAL HEALTH	1
DEPARTMENT OF INTERIOR NATIONAL PARK SERVICE DIVISION OF PUBLICATIONS	1
UNITED STATES COPYRIGHT OFFICE LIBRARY OF CONGRESS	1
OFFICE OF AGRICULTURE TECHNICAL ASSISTANCE BUREAU AGENCY FOR INTERNATIONAL DEVELOPMENT	1
DEPARTMENT OF INTERIOR NATIONAL PARK SERVICE OFFICE OF PUBLICATIONS	1
UNITED STATES DEPARTMENT OF JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION NATIONAL CRIMINIAL JUSTICE INFORMATION AND STATISTICS SERVICE	1
UNITED STATES DEPARTMENT OF INTERIOR NATIONAL PARK SERVICE OFFICE OF PUBLICATIONS	1
BONNEVILLE POWER ADMINISTRATION UNITED STATES DEPARTMENT OF INTERIOR	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL BUREAU OF STANDARDS INSTITUTE FOR COMPUTER SCIENCES AND TECHNOLOGY SYSTEMS SOFTWARE DIVISION	1
BIOLOGY DEPARTMENT BROOKHAVEN NATIONAL LABORATORY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE HEALTH SERVICES ADMINISTRATION INDIAN HEALTH SERVICE ALASKA AREA NATIVE HEALTH SERVICE	1
UNITED STATES OFFICE OF SURGEON GENERAL DEPARTMENT OF ARMY	1
WALTER REED ARMY INSTITUTE OF RESEARCH	1
OFFICE OF INDUSTRIAL ECONOMICS DEPARTMENT OF TREASURY	1
UNITED STATES OFFICE OF ARCHEOLOGY AND HISTORIC PRESERVATION NATIONAL PARK SERVICE	1
FEDERAL WORKING GROUP ON PEST MANAGEMENT	1
PEAT MARWICK MITCHELL AND CO	1
OFFICE OF LABOR AFFAIRS AGENCY FOR INTERNATIONAL DEVELOPMENT	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE ASSISTANCE PAYMENTS ADMINISTRATION	1
MIDWEST REGIONAL OFFICE UNITED STATES COMMISSION ON CIVIL RIGHTS	1
STUDY OF CHILD GROWTH AND DEVELOPMENT AND DISEASE PATTERNS IN PRIMITIVE CULTURES NATIONAL INSTITUTE OF NEUROLOGICAL AND COMMUNICATIVE DISORDERS AND STROKE NATIONAL INSTITUTES OF HEALTH	1
UNITED STATES DEPARTMENT OF JUSTICE DRUG ENFORCEMENT ADMINISTRATION OFFICE OF COMPLIANCE AND REGULATORY AFFAIRS	1
CENTER MAY PURCHASE FROM PHOTODUPLICATION SERVICE LIBRARY OF CONGRESS	1
FEDERAL INSURANCE ADMINISTRATION NATIONAL FLOOD INSURANCE PROGRAM DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT	1
UNITED STATES DEPARTMENT OF COMMERCE COMMERCE TECHNICAL ADVISORY BOARD	1
FISH AND WILDLIFE SERVICE	1
FEDERAL POWER COMMISSION INTRA-AGENCY TASK FORCE	1
MITRE CORP	1
TECHNICAL INFORMATION CENTER OFFICE OF PUBLIC AFFAIRS UNITED STATES ENERGY RESEARCH AND DEVELOPMENT ADMINISTRATION	1
ADMINISTRATION ON AGING SOCIAL AND REHABILITATION SERVICE DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
UNITED STATES NATIONAL INSTITUTE OF CHILD HEALTH AND HUMAN DEVELOPMENT	1
UNITED STATES DEPARTMENT OF COMMERCE SOCIAL AND ECONOMIC STATISTICS ADMINISTRATION BUREAU OF CENSUS INTERNATIONAL STATISTICAL PROGRAMS CENTER	1
REPRODUCED BY CLEARINGHOUSE COMMITTEE ON FOR FEDERAL SCIENTIFIC AND TECHNICAL INFORMATION	1
COUNCIL ON INTERNATIONAL ECONOMIC POLICY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE ALCOHOL DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION NATIONAL INSTITUTE ON MENTAL HEALTH CENTER FOR STUDIES OF CRIME AND DELINQUENCY	1
DEPARTMENT OF TRANSPORTATION FEDERAL AVIATION ADMINISTRATION OFFICE OF AVIATION POLICY POLICY DEVELOPMENT DIVISION	1
UNITED STATES DEPARTMENT OF TRANSPORTATION FEDERAL AVIATION ADMINISTRATION OFFICE OF AVIATION POLICY POLICY DEVELOPMENT DIVISION	1
NAVAL WAR COLLEGE	1
ENVIRONMENTAL PROTECTION AGENCY WATER QUALITY OFFICE	1
UNITED STATES DEPARTMENT OF COMMERCE NOAA NATIONAL WEATHER SERVICE	1
DEPARTMENT OF TRANSPORTATION UNITED STATES COAST GUARD	1
NATIONAL CENTER FOR CHILD ABUSE AND NEGLECT	1
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY WASHINGTON ENVIRONMENTAL RESEARCH CENTER OFFICE OF RESEARCH AND DEVELOPMENT	1
UNITED STATES ARMY CORPS OF ENGINEERS	1
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY TECHNOLOGY TRANSFER	1
OFFICE OF PUBLIC AFFAIRS UNITED STATES CIVIL SERVICE COMMISSION	1
UNITED STATES DEPARTMENT OF TRANSPORTATION NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION PLANNING AND EVALUATION	1
DEPARTMENT OF LABOR EMPLOYMENT AND TRAINING ADMINISTRATION WOMEN BUREAU	1
UNITED STATES INTERNATIONAL TRADE COMMISSION	1
HISTORY AND MUSEUMS DIVISION UNITED STATES MARINE CORPS	1
UNITED STATES NATIONAL INSTITUTES OF HEALTH	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION OFFICE OF MARINE RESOURCES	1
OFFICE OF PUBLICATIONS NATIONAL PARK SERVICE UNITED STATES DEPARTMENT OF INTERIOR SUPT OF DOCS UNITED STATES GOVERNMENT PRINTING OFFICE	1
NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAL JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION UNITED STATES DEPARTMENT OF JUSTICE UNITED STATES GOVERNMENT PRINTING OFFICE	1
UNITED STATES ATOMIC ENERGY COMMISSION OFFICE OF INFORMATION SERVICES	1
FOREIGN AGRICULTURAL SERVICE	1
OFFICE OF PUBLIC AFFAIRS SMITHSONIAN INSTITUTION	1
OFFICE OF RESEARCH AND DEVELOPMENT	1
UNITED STATES CONSUMER PRODUCT SAFETY COMMISSION BUREAU OF EPIDEMIOLOGY HAZARD EVALUATION DIVISION DATA ANALYSIS BRANCH	1
MONITORING PANEL FEDERAL WORKING GROUP ON PEST MANAGEMENT	1
FEDERAL AVIATION ADMINISTRATION	1
INTERNATIONAL DEVELOPMENT CENTER ECONOMIC RESEARCH SERVICE UNITED STATES DEPARTMENT OF AGRICULTURE	1
DIVISION?	1
OFFICE OF SURGEON GENERAL DEPARTMENT OF ARMY	1
MILITARY INTELLIGENCE DIVISION UNITED STATES WAR DEPARTMENT	1
PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH	1
NATIONAL COMMISSION ON PRODUCTIVITY AND WORK QUALITY	1
OAK RIDGE ASSOCIATED UNIVERSITIES	1
DEPARTMENT OF NAVY OFFICE OF NAVAL INTELLIGENCE	1
RESERVE LIAISON AND TRAINING BRANCH EDUCATION CENTER MARINE CORPS DEVELOPMENT AND EDUCATION COMMAND	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES	1
NATIONAL SCIENCE FOUNDATION RANN--RESEARCH APPLIED TO NATIONAL NEEDS RANN DOCUMENT CENTER	1
DEPARTMENT OF DEFENSE NAVY DEPARTMENT MARINE CORPS HISTORY AND MUSEUMS DIVISION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL SECURITY ADMINISTRATION OFFICE OF RESEARCH AND STATISTICS OFFICE OF ACTUARY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE OFFICE OF POLICY COORDINATION	1
DEPARTMENT OF INTERIOR FISH AND WILDLIFE SERVICE DIVISION OF ECOLOGICAL SERVICES ENVIRONMENTAL CONTAMINANT EVALUATION PROGRAM	1
UNITED STATES DEPARTMENT OF COMMERCE SOCIAL AND ECONOMIC STATISTICS ADMINISTRATION BUREAU OF CENSUS GOVERNMENTS DIVISION	1
UNITED STATES DEPARTMENT OF COMMERCE BUREAU OF INTERNATIONAL COMMERCE OFFICE OF INTERNATIONAL MARKETING	1
ADMINISTRATIVE CONFERENCE OF UNITED STATES	1
UNITED STATES DEPARTMENT OF LABOR MANPOWER ADMINISTRATION UNITED STATES DEPARTMENT OF COMMERCE SOCIAL AND ECONOMIC STATISTICS ADMINISTRATION BUREAU OF CENSUS	1
UNITED STATES ARMY RESEARCH AND DEVELOPMENT GROUP FAR EAST	1
CULTURAL RESOURCES MANAGEMENT DIVISION	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION NATIONAL ENVIRONMENTAL SATELLITE SERVICE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL INSTITUTE OF EDUCATION PROGRAM ON EDUCATIONAL POLICY AND ORGANIZATION	1
DEPARTMENT OF DEFENSE THIRD QUADRENNIAL REVIEW OF MILITARY COMPENSATION OFFICE OF SECRETARY OF DEFENSE	1
UNITED STATES COURT OF APPEALS FOR DISTRICT OF COLUMBIA CIRCUIT	1
INTERNATIONAL STATISTICAL PROGRAMS CENTER BUREAU OF CENSUS	1
UNITED STATES DEPARTMENT OF COMMERCE DOMESTIC AND INTERNATL BUSINESS ADMIN BUREAU OF INTERNATIONAL COMMERCE OFFICE OF INTERNATL MARKETING	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE EDUCATION DIVISION NATIONAL INSTITUTE OF EDUCATION EDUCATIONAL POLICY AND ORGANIZATION GROUP	1
UNITED STATES DEPARTMENT OF LABOR LABOR MANAGEMENT SERVICES ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT SERVICES ADMINISTRATION FOR CHILDREN YOUTH AND FAMILIES CHILDREN BUREAU NATIONAL CENTER FOR CHILD ABUSE AND NEGLECT	1
NATIONAL COUNCIL ON AGING	1
VETERANS ADMINISTRATION DEPARTMENT OF MEDICINE AND SURGERY	1
UNITED STATES ATOMIC ENERGY COMMISSION OFFICE OF INFORMATION SERVICES TECHNICAL INFORMATION CENTER SPRINGFIELD VA AVAILABLE FROM NATIONAL TECHNICAL INFORMATION SERVICE UNITED STATES DEPARTMENT OF COMMERCE	1
UNITED STATES FOREST SERVICE DEPARTMENT OF AGRICULTURE	1
UNITED STATES DEPARTMENT OF TRANSPORTATION NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION TRAFFIC SAFETY PROGRAMS	1
SMITHSONIAN INSTITUTE PRESS	1
UNITED STATES MARITIME ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE OFFICE OF HEALTH RESEARCH STATISTICS AND TECHNOLOGY NATIONAL CENTER FOR HEALTH STATISTICS	1
UNITED STATES GENERAL ACCOUNTING	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE	1
WOMEN BUREAU EMPLOYMENT STANDARDS ADMINISTRATION UNITED STATES DEPARTMENT OF LABOR	1
BOARD DISTRIBUTED BY OFFICE OF COMMUNICATIONS FEDERAL HOME BANK BOARD	1
INSTITUTE OF MEDICINE AND NATIONAL RESEARCH COUNCIL/ASSEMBLY OF LIFE SCIENCES NATIONAL ACADEMY OF SCIENCES	1
SIXTH UNITED STATES ARMY INTELLIGENCE TRAINING ARMY AREA SCHOOL	1
NATIONAL CRIMINAL JUSTICE REFERENCE SERVICE	1
OFFICE OF FEDERAL RECORDS CENTERS NATIONAL ARCHIVES AND RECORDS SERVICE GENERAL SERVICES ADMINISTRATION	1
ENVIRONMENTAL STUDIES DIVISION UNITED STATES ENVIRONMENTAL PROTECTION AGENCY	1
PACIFIC NORTHWEST RESEARCH STATION UNITED STATES DEPARTMENT OF AGRICULTURE FOREST SERVICE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT OFFICE FOR HANDICAPPED	1
TECHNICAL PRESERVATION SERVICES DIVISION OFFICE OF ARCHEOLOGY AND HISTORIC PRESERVATION HERITAGE CONSERVATION AND RECREATION SERVICE UNITED STATES DEPARTMENT OF INTERIOR	1
WESTAT	1
UNITED STATES CHILDREN BUREAU	1
NAVY DISEASE VECTOR ECOLOGY AND CONTROL CENTER NAVAL AIR STATION	1
UNITED STATES DEPARTMENT OF COMMERCE DOMESTIC AND INTERNATIONAL BUSINESS ADMINISTRATION BUREAU OF RESOURCES AND TRADE ASSISTANCE	1
ACTION	1
SECRETARY	1
BATTELLE MEMORIAL INSTITUTE	1
DIVISION OF DENTAL HEALTH NATIONAL INSTITUTES OF HEALTH	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH RESOURCES ADMINISTRATION BUREAU OF HEALTH PLANNING AND RESOURCES DEVELOPMENT	1
NATIONAL HEART AND LUNG INSTITUTE	1
UNITED STATES BUREAU OF COMMUNITY ENVIRONMENTAL MANAGEMENT DIVISION OF COMMUNITY INJURY CONTROL	1
AMERICAN PUBLIC HEALTH ASSOCIATION	1
NATIONAL SCIENCE FOUNDATION RESEARCH APPLIED TO NATIONAL NEEDS	1
PUBLISHED FOR NATIONAL MUSEUM OF HISTORY AND TECHNOLOGY BY SMITHSONIAN INSTITUTION PRESS	1
EDUCATION DEPARTMENT NATIONAL PORTRAIT GALLERY	1
LIBRARY OF CONGRESS PHOTODUPLICATION SERVICE	1
NATIONAL INSTITUTE OF EDUCATION	1
NATIONAL PARK SERVICE SUPT OF DOCS UNITED STATES GOVERNMENT PRINTING OFFICE	1
TECHNOLOGY UTILIZATION OFFICE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION	1
UNITED STATES NATIONAL CRIMINAL JUSTICE INFORMATION AND STATISTICS SERVICE	1
MANPOWER ADMINISTRATION	1
PUBLISHED FOR RENWICK GALLERY BY SMITHSONIAN INSTITUTION PRESS	1
SUPT OF DOCS UNITED STATES GPODISTRIBUTOR	1
NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAL JUSTICE UNITED STATES DEPARTMENT OF JUSTICE	1
PREPARED FOR OFFICE OF RESEARCH AND MONITORING UNITED STATES ENVIRONMENTAL PROTECTION AGENCY	1
NATIONAL CENTER FOR HEALTH STATISTICS	1
ENVIRONMENTAL PROTECTION AGENCY OFFICE OF WATER PROGRAMS WATER SUPPLY PROGRAMS DIVISION	1
BUREAU OF HEALTH SERVICES RESEARCH AND EVALUATION	1
NATIONAL ARCHIVES	1
ENVIRONMENTAL STUDIES DIVISION ENVIRONMENTAL PROTECTION AGENCY	1
ENVIRONMENTAL PROTECTION AGENCY OFFICE OF AIR AND WASTE MANAGEMENT OFFICE OF QUALITY PLANNING AND STANDARDS	1
UNITED STATES DEPARTMENT OF COMMERECE	1
UNITED STATES YOUTH DEVELOPMENT AND DELINQUENCY PREVENTION ADMINISTRATION	1
CENTER FOR STUDIES OF SUICIDE PREVENTION NATIONAL INSTITUTE OF MENTAL HEALTH	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE HEALTH SERVICES AND MENTAL HEALTH ADMINISTRATION NATIONAL CENTER FOR HEALTH SERVICES RESEARCH AND DEVELOPMENT	1
SOCIAL AND REHABILITATION SERVICE OFFICE OF RESEARCH AND DEMONSTRATIONS DIVISION OF RESEARCH UTILIZATION	1
INSTITUTE FOR STUDY OF HEALTH AND SOCIETY	1
DEPARTMENT OF WATER RESOURCES ENGINEERING CORNELL UNIVERSITY	1
ENVIRONMENTAL PROTECTION AGENCY NATIONAL ENVIRONMENTAL RESEARCH CENTER	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE COMMUNITY SERVICES ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE HEALTH SERVICES AND MENTAL HEALTH ADMINISTRATION COMMUNITY HEALTH SERVICE	1
SOCIAL AND REHABILITATION SERVICE COMMUNITY SERVICES ADMINISTRATION ASSISTANCE PAYMENTS ADMINISTRATION	1
NATIONAL COMMISSION ON CAUSES AND PREVENTION OF VIOLENCE	1
